"zSES" "zACH" "BYACH" "byses" "retain" "sex"
0.551299213381587 1.02408947862331 1.10914349005557 0.408 1 0
-0.54835906967361 0.900927546375435 0.985540081705722 -0.475 1 0
0.343323071512711 -0.685630887935729 -0.606705399084443 0.241 1 1
-0.174749233981018 0.131892804071796 0.213748720907066 -0.175 1 0
0.46038748669639 0.0950412022968424 0.176765023920497 0.335 1 1
1.59865211943982 0.75352113927562 0.837605293759447 1.249 0 1
-0.161050206672289 0.301604128035399 0.384068378082053 -0.164 1 0
-0.103763365199425 -1.17827861692722 -1.10111903248383 -0.118 1 0
1.25991253507854 -1.35962728881975 -1.28311775186511 0.977 1 0
0.594887027545723 1.3509049996275 1.4371304870154 0.443 1 1
0.92490904907418 -0.591562325510189 -0.512299646250308 0.708 1 0
1.18145446958309 0.824315005843295 0.908652922181013 0.914 1 0
1.33463450221706 -0.304507743263182 -0.224216111828615 1.037 1 0
0.740594863465834 0.380156226555695 0.462902047974476 0.56 1 1
0.515183595931304 1.22968262536779 1.31547358903327 0.379 0 0
0.74184022958481 1.08809489223244 1.17337833219014 0.561 1 1
-0.828566446443055 1.13076516797186 1.21620156027985 -0.7 1 1
0.958533934286513 0.610963627146194 0.694536781732458 0.735 1 0
-0.332910731090882 -1.08614961248983 -1.00865979001741 -0.302 1 1
-0.354081955113462 1.08130643927389 1.16656554590314 -0.319 1 0
0.288526962277797 -0.962017901247882 -0.884083126483708 0.197 1 0
0.0581342302673652 0.92032312625699 1.00500518538286 0.012 1 1
0.180180109926945 -0.436397686457753 -0.356578816833176 0.11 1 1
0.868867573720291 0.929051137203689 1.01376448203758 0.663 1 0
0.13659229576281 1.0764575443035 1.16169926998385 0.075 1 1
-0.263170228428264 -0.346208240008524 -0.266066084734469 -0.246 1 1
0.327133311966032 -0.192013379950165 -0.111318510501195 0.228 1 0
-0.16603167114819 0.298694791053166 0.381148612530482 -0.168 1 0
0.35951283105939 0.0426731366166451 0.124209243992215 0.254 1 1
0.993404185617822 0.812677657914362 0.896973859974729 0.763 1 1
0.452915289982538 0.767098045192708 0.851230866333446 0.329 1 0
0.0817961865278961 -0.472279509238628 -0.392589258635888 0.031 1 0
0.0357176401258097 1.29659737595915 1.38262819671941 -0.006 1 0
0.594887027545723 1.34993522063342 1.43615723183154 0.443 1 0
-0.611872741741351 -1.11912209828847 -1.04175046626855 -0.526 1 1
-0.204638020836425 1.98708001974249 2.07558588762564 -0.199 1 0
-0.0439857914886101 0.33942550880443 0.422025330252479 -0.07 1 0
0.573715803523143 0.44222208217667 0.525190379741328 0.426 1 0
1.07933444782712 0.825284784837372 0.90962617736487 0.832 1 1
0.543827016667736 0.172623521823061 0.254625438629063 0.402 1 1
-0.742636184233758 -0.239532550659974 -0.159008014510191 -0.631 1 1
1.06937151887532 0.715699758506589 0.799648341589022 0.824 1 0
1.66590188986449 -0.928075636455161 -0.85001919504871 1.303 1 1
-0.139878982649709 -0.998869503022836 -0.921066823470277 -0.147 1 0
1.23874131105596 1.80767090583811 1.89553367861208 0.96 1 0
2.04573855615196 1.25877599519012 1.34467124454898 1.608 1 0
1.62106870958138 1.90658836323404 1.9948057073655 1.267 1 1
0.771729016440217 2.3265026676697 2.41622520197561 0.585 1 0
1.54385601020491 0.122195014131019 0.204016169068495 1.205 1 0
1.03076516918708 0.688545946672413 0.772397196441024 0.793 1 1
0.725650470038131 1.58268217921208 1.66973847595724 0.548 1 0
2.094307834792 -0.20268094888502 -0.122024317523623 1.647 1 0
-0.799923025706623 0.346213961762974 0.428838116539478 -0.677 1 1
1.85893363830566 1.84258294962491 1.93057086523094 1.458 1 0
1.07061688499429 -0.894133371662441 -0.815955263613713 0.825 1 0
0.50272993474155 1.11039980909622 1.19576320141885 0.369 1 1
0.558771410095439 1.21125682448031 1.29698174053998 0.414 1 1
0.472841147886143 1.26944356412497 1.35537705157141 0.345 0 1
0.0456805690776121 1.55261903039567 1.63956756525767 0.002 1 1
-0.735163987519906 1.79797311589733 1.88580112677351 -0.625 1 1
1.63476773689011 1.28883914400653 1.37484215524855 1.278 1 1
1.88135022844722 1.26265511116643 1.34856426528441 1.476 1 1
0.608586054854452 0.0649780534804332 0.146594113220928 0.454 1 0
0.616058251568304 -0.495554205096494 -0.415947383048458 0.46 1 0
0.966006131000365 0.76224915022232 0.846364590414161 0.741 1 0
1.88384096068517 0.91159511531029 0.996245888728149 1.478 1 0
0.437970896554834 1.10458113513176 1.18992367031571 0.317 1 1
1.97599805348934 -0.491675089120183 -0.412054362313029 1.552 1 1
0.796636338819723 0.0455824735988784 0.127129009543787 0.605 1 1
1.74560532147891 -1.22191867166071 -1.1449155157574 1.367 1 0
0.0992313121935504 -0.530466248883292 -0.450984569667312 0.045 1 0
0.414308940294304 1.49152295376877 1.57825248867468 0.298 1 1
0.958533934286513 1.48570427980431 1.57241295757153 0.735 1 1
1.08057981394609 1.1026415771436 1.18797715994799 0.833 1 0
1.26115790119751 1.26750400613682 1.35343054120369 0.978 1 0
0.70447924601555 1.09488334519098 1.18019111847714 0.531 1 0
0.881321234910044 -0.474219067226784 -0.394535769003602 0.673 1 0
1.36203255683451 1.64571781382713 1.73300006290795 1.059 1 0
1.55132820691876 1.07548776530943 1.16072601479999 1.211 1 0
-0.20339265471745 1.34508632566303 1.43129095591226 -0.198 1 1
-0.895816216867721 0.802979867973585 0.887241308136158 -0.754 1 0
0.648437770661662 1.36254234755643 1.44880954922169 0.486 1 1
0.753048524655587 1.10652069311991 1.19187018068342 0.57 1 1
0.222522557972106 0.883471524482036 0.968021488396295 0.144 1 1
-0.232036075453882 -0.347178019002601 -0.267039339918326 -0.221 1 1
0.17644401157002 -0.648779286160775 -0.569721702097874 0.107 1 1
0.647192404542686 0.620661417086972 0.704269333571029 0.485 1 1
-0.767543506613265 -0.141584872258123 -0.0607092409406275 -0.651 1 0
0.205087432306452 -1.46533319917422 -1.38920256690553 0.13 1 0
-0.676631779928067 -1.68741258881802 -1.6120780040088 -0.578 1 0
-0.5085073538664 -1.26458894740013 -1.18773874384711 -0.443 1 0
0.804108535533575 1.40618240228993 1.49260603249525 0.611 1 0
0.186406940521822 0.635208101998137 0.718868161328885 0.115 1 1
-0.514734184461277 -1.15500392106935 -1.07776090807126 -0.448 1 0
-0.391442938682721 -0.307417080245415 -0.227135877380186 -0.349 1 1
-0.00288870956242492 1.76112151412238 1.84881742978694 -0.037 1 1
0.494012371908723 1.33926765169857 1.42545142480912 0.362 1 0
0.58243336635597 -0.791336798290202 -0.712790214124864 0.433 1 0
0.538845552191834 1.19961947655138 1.2853026783337 0.398 1 1
1.54385601020491 0.279299211171611 0.361683508853341 1.205 1 1
1.54011991184798 -0.812671936159912 -0.734201828169719 1.202 1 0
-0.433785386727882 -0.115400839418024 -0.0344313509764864 -0.383 1 1
1.59117992272597 1.50897897566217 1.5957710819841 1.243 1 1
-0.308003408711376 -0.577015640599024 -0.497700818492452 -0.282 1 0
0.248675246470587 0.512046169750266 0.595264752979037 0.165 1 1
-0.173503867862042 1.46921803690498 1.55586761944596 -0.174 1 0
0.217541093496205 1.35284455761566 1.43907699738312 0.14 1 0
1.42928232725918 0.55277688750153 0.636141470701034 1.113 1 1
1.30599108148062 1.37224013749721 1.45854210106026 1.014 1 0
1.60363358391572 1.55358880938975 1.64054082044153 1.253 1 0
0.607340688735476 -1.25004226248897 -1.17313991608926 0.453 1 1
0.244939148113662 -0.808792820183601 -0.730308807434291 0.162 1 1
0.233730853042884 0.0998900972672314 0.181631299839783 0.153 1 1
0.398119180747624 -0.520768458942515 -0.441252017828741 0.285 1 1
1.2013803274867 0.162925731882284 0.244892886790492 0.93 1 0
0.261128907660341 1.63795958187451 1.72521402143709 0.175 1 0
1.5998974855588 0.643936112944837 0.727627457983599 1.25 1 0
1.13786665541896 0.549867550519298 0.633221705149463 0.879 1 1
-0.354081955113462 0.000972639871302779 0.0823592710863615 -0.319 1 0
-0.504771255509474 0.258933852295979 0.341245149992342 -0.44 1 1
0.0357176401258097 0.903836883357669 0.988459847257293 -0.006 1 1
-0.792450828992771 -0.148373325216667 -0.067522027227627 -0.671 1 0
-1.09009333142787 -1.45563540923345 -1.37947001506696 -0.91 1 0
-2.72899514399938 -0.940682763378172 -0.862671512438853 -2.226 1 0
-0.741390818114783 -1.54776441367083 -1.47192925753338 -0.63 0 1
-0.270642425142116 2.0345991904523 2.12327539163464 -0.252 1 1
-1.41388852236145 -1.68644280982395 -1.61110474882494 -1.17 0 0
-1.07141283964324 -0.943592100360405 -0.865591277990424 -0.895 0 0
-1.28561581210699 -1.12397099325886 -1.04661674218784 -1.067 1 0
-1.1947040854218 -1.2354955775778 -1.1585410883314 -0.994 1 1
-1.70530419420167 0.551807108507453 0.635168215517177 -1.404 1 1
-2.07642329765631 -0.832067516041466 -0.753666931846861 -1.702 1 1
-1.59944807408877 -0.850493316928943 -0.772158780340145 -1.319 1 0
-1.45124950593071 -0.844674642964476 -0.766319249237003 -1.2 0 1
-1.74266517777093 0.155167499929662 0.237106845319636 -1.434 1 1
-2.49611167975099 -0.873768012786808 -0.795516904752714 -2.039 1 1
-1.62560076258725 0.101829655255386 0.183577810207497 -1.34 1 1
-1.83357690445613 -0.185224926991621 -0.104505724214196 -1.507 1 1
-1.03903332054988 -0.73218027965146 -0.653421647909583 -0.869 1 0
-1.54963342932976 -0.144494209240357 -0.0636290064921988 -1.279 1 1
-0.32792926661498 -0.630353485273298 -0.55122985360459 -0.298 1 0
-1.10130162649865 -1.1094243083477 -1.03201791442998 -0.919 1 0
0.775465114797143 1.71845123838296 1.80599420169723 0.588 1 1
1.45543501575766 -0.486826194149795 -0.407188086393744 1.134 1 1
-1.6131471013975 -0.432518570481442 -0.352685796097748 -1.33 1 1
-0.497299058795622 -1.45854474621568 -1.38238978061853 -0.434 1 1
0.170217180975143 -0.622595253320677 -0.543443812133734 0.102 1 0
-1.0278250254791 -1.06675403260828 -0.989194686340271 -0.86 1 1
0.806599267771526 0.0378242416462567 0.11934296807293 0.613 1 1
0.101722044431501 -0.499433321072805 -0.419840403783886 0.047 1 1
-0.941894763269808 -0.297719290304638 -0.217403325541616 -0.791 1 0
0.42053577088918 -0.806853262195445 -0.728362297066577 0.303 1 0
0.838978786864884 1.54486079844305 1.63178152378682 0.639 1 1
0.614812885449328 -0.351057134978912 -0.270932360653754 0.459 1 0
-2.26198284938364 -1.12978966722333 -1.05245627329098 -1.851 1 1
-0.259434130071339 -0.281233047405316 -0.200857987416045 -0.243 1 0
0.175198645451044 0.944567601108933 1.02933656497929 0.106 1 0
-0.655460555905487 -0.172617800068611 -0.0918534068240538 -0.561 1 1
-0.0738745783440175 0.542109318566675 0.625435663678606 -0.094 1 1
-0.390197572563746 -0.519798679948437 -0.440278762644884 -0.348 1 1
0.307207454062427 0.491680810874634 0.574826394118039 0.212 1 0
-0.103763365199425 1.31017428187624 1.3962537692934 -0.118 1 1
0.110439607264328 -0.633262822255532 -0.554149619156162 0.054 1 1
-1.01661673040833 0.86019682862417 0.944663363983725 -0.851 1 0
0.61979434992523 -0.640051275214076 -0.560962405443161 0.463 1 0
-1.04152405278783 -1.08711939148391 -1.00963304520127 -0.871 1 1
-0.158559474434339 -0.869888896810497 -0.791623884017286 -0.162 1 0
0.069342525338143 1.05997130140418 1.14515393185828 0.021 1 1
0.42053577088918 0.0669176114685883 0.148540623588642 0.303 1 1
-0.702784468426548 0.393733132472783 0.476527620548475 -0.599 1 1
-1.22708360451515 -1.21609999769625 -1.13907598465426 -1.02 1 0
0.835242688507958 -0.502342658055038 -0.422760169335457 0.636 1 1
-0.938158664912882 0.578960920341629 0.662419360665175 -0.788 1 1
-0.90951524417645 0.438342966200358 0.521297359005899 -0.765 0 1
0.00333812103245162 0.886380861464269 0.970941253947866 -0.032 1 1
-0.478618567010993 2.25376924311387 2.34323106318633 -0.419 1 0
0.195124503354649 0.00388197685353608 0.0852790366379328 0.122 1 1
-0.721464960211178 -0.942622321366327 -0.864618022806566 -0.614 0 0
1.57374479706032 1.76597040909277 1.85368370570623 1.229 1 1
0.937362710263933 0.375307331585306 0.45803577205519 0.718 1 0
1.81036435966562 1.60983599104626 1.69698962110524 1.419 1 1
0.987177355022946 0.839831469748538 0.924225005122726 0.758 1 1
-0.67040494933319 -0.338450008055902 -0.258280043263613 -0.573 1 1
1.61733261122445 0.347183740757052 0.429811371723335 1.264 1 1
0.934871978025983 1.44594334104712 1.5325094950334 0.716 1 0
0.461632852815365 -0.329721997109202 -0.249520746608899 0.336 1 1
-0.291813649164697 1.25392710021973 1.33980496862969 -0.269 1 0
1.14409348601383 1.50413008069178 1.59090480606482 0.884 1 0
0.0182825144601553 1.01536146767661 1.10038419340086 -0.02 1 0
1.11918616363433 1.43333621412411 1.51985717764325 0.864 1 0
1.5949160210829 0.810738099926206 0.895027349607014 1.246 1 1
1.23002374822313 2.08599747713842 2.17485791637906 0.953 1 0
0.299735257348575 -0.413122990599887 -0.333220692420607 0.206 1 1
2.04573855615196 1.65056670879752 1.73786633882724 1.608 1 0
1.66963798822141 1.02311969962923 1.10817023487171 1.306 1 0
0.933626611907007 -0.0853376906016151 -0.00426044027691769 0.715 1 0
-0.00537944180037554 1.05124329045748 1.13639463520357 -0.039 1 0
1.0245383385922 0.74091401235261 0.824952976369305 0.788 1 0
0.384420153438896 -0.0814585746253043 -0.000367419541489493 0.274 1 1
-0.332910731090882 -0.580894756575334 -0.50159383922788 -0.302 0 0
1.38693987921402 1.19574036057506 1.28140965759827 1.079 1 0
-0.514734184461277 -0.404394979653188 -0.324461395765893 -0.448 1 1
0.0568888641483899 0.07467584342121 0.156326665059499 0.011 1 1
-0.514734184461277 -0.0436371938562728 0.0375895326289363 -0.448 1 1
0.606095322616501 0.0911620863205315 0.172872003185069 0.452 1 1
-1.0988108942607 -0.284142384387549 -0.203777752967617 -0.917 1 1
-0.356572687351413 0.709881084542123 0.793808810485879 -0.321 1 0
-0.828566446443055 -0.965897017224193 -0.887976147219136 -0.7 1 1
2.07313661076941 2.10151394104366 2.19042999932077 1.63 1 1
-0.360308785708339 -1.52158038083073 -1.44565136756924 -0.324 0 0
-0.250716567238511 0.562474677442308 0.645874022539604 -0.236 1 0
-1.20715774661155 -0.933894310419628 -0.855858726151853 -1.004 1 0
0.276073301088044 -0.896072929650596 -0.817901773981427 0.187 1 0
-1.35162021641268 -1.13657812018187 -1.05926905957798 -1.12 1 1
-1.05397771397759 -1.15985281603974 -1.08262718399055 -0.881 1 0
-0.0402496931316842 -1.01923486189847 -0.941505182331275 -0.067 1 0
-0.237017539929783 -0.340389566044057 -0.260226553631326 -0.225 1 1
-0.263170228428264 -0.697268235864661 -0.618384461290728 -0.246 1 1
-0.225809244859005 1.19283102359283 1.2784898920467 -0.216 1 1
0.0182825144601553 -0.283172605393472 -0.20280449778376 -0.02 1 0
-0.803659124063548 -0.963957459236037 -0.886029636851422 -0.68 1 1
-2.26198284938364 -0.555680502729314 -0.476289204447596 -1.851 1 0
-0.791205462873795 1.20931726649215 1.29503523017227 -0.67 1 1
-1.55461489380566 -0.681751771959418 -0.602812378349015 -1.283 0 0
-1.27191678479826 0.652664123891536 0.736386754638312 -1.056 1 1
-0.687840074998845 0.549867550519298 0.633221705149463 -0.587 1 0
-1.49483732009484 -1.03669088379187 -0.959023775640702 -1.235 1 1
-0.280605354093919 -0.849523537934865 -0.771185525156288 -0.26 1 1
-1.3304489923901 -0.129947524329191 -0.0490301787343429 -1.103 1 0
-0.356572687351413 -0.173587579062688 -0.0928266620079106 -0.321 1 1
-0.893325484629771 -1.00953707195769 -0.931772630492705 -0.752 1 1
-0.233281441572857 -1.03572110479779 -0.958050520456845 -0.222 1 0
-0.775015703327116 0.86504572359456 0.94952963990301 -0.657 0 1
-0.574511758172092 0.697273957619112 0.781156493095737 -0.496 1 1
-2.12499257629635 -0.994990387046524 -0.917173802734848 -1.741 0 0
1.04944566097171 0.513015948744344 0.596238008162894 0.808 1 1
-0.919478173128252 0.650724565903381 0.734440244270598 -0.773 1 1
0.0282454434119578 -1.0396002207741 -0.961943541192273 -0.012 1 1
-0.981746479077018 -0.649749065154853 -0.570694957281732 -0.823 0 1
0.384420153438896 -0.445125697404453 -0.36533811348789 0.274 1 1
-0.162295572791264 -0.356875808943379 -0.276771891756897 -0.165 1 1
-1.6131471013975 -1.53418750775374 -1.45830368495938 -1.33 1 0
-1.45747633652559 -1.55067375065306 -1.47484902308495 -1.205 0 1
-0.259434130071339 -1.21416043970809 -1.13712947428655 -0.243 1 0
-0.574511758172092 -1.34411082491451 -1.26754566892339 -0.496 1 1
1.27361156238727 -1.38581132165985 -1.30939564182925 0.988 0 1
0.0282454434119578 -1.23840491456003 -1.16146085388297 -0.012 1 0
0.344568437631686 -0.506221774031349 -0.426653190070885 0.242 1 0
-1.16481529856639 -1.53418750775374 -1.45830368495938 -0.97 0 0
0.324642579728081 0.613872964128427 0.697456547284029 0.226 1 1
0.155272787547439 -0.28802150036386 -0.207670773703045 0.09 1 1
-0.435030752846857 -0.110551944447636 -0.0295650750572013 -0.384 1 0
0.0145464161032294 -1.37611353171907 -1.29966308999068 -0.023 1 0
-1.55212416156771 -1.70195927372919 -1.62667683176665 -1.281 1 0
0.0195278805791306 0.714729979512511 0.798675086405164 -0.019 1 1
1.17896373734514 -0.238562771665896 -0.158034759326334 0.912 1 1
1.24123204329391 1.58947063217062 1.67655126224424 0.962 1 0
0.706969978253501 -0.533375585865526 -0.453904335218883 0.533 1 0
0.755539256893538 0.430584734247737 0.513511317535043 0.572 1 0
1.37697695026222 -0.281233047405316 -0.200857987416045 1.071 1 0
1.14035738765691 -0.0804887956312261 0.000605835642368074 0.881 1 0
1.48034233813717 1.63795958187451 1.72521402143709 1.154 1 0
0.523901158764131 0.270571200224911 0.352924212198627 0.386 1 0
0.759275355250464 -0.611927684385822 -0.532738005111306 0.575 1 1
1.0245383385922 1.51673720761479 1.60355712345496 0.788 1 1
1.21258862255748 1.21707549844478 1.30282127164313 0.939 1 1
0.736858765108909 -0.926136078467006 -0.848072684680997 0.557 1 1
1.45543501575766 1.120097599037 1.20549575325742 1.134 1 0
1.14533885213281 -0.92419652047885 -0.846126174313282 0.885 1 0
1.33214376997911 0.240508051408502 0.322753301499057 1.035 1 1
-1.22832897063413 -0.617746358350288 -0.538577536214448 -1.021 1 0
0.835242688507958 0.831103458801839 0.915465708468013 0.636 1 1
-1.45374023816866 -0.471309730244551 -0.391616003452031 -1.202 1 1
1.33961596669296 1.34896544163935 1.43518397664769 1.041 1 0
2.16653906969256 2.12381885790745 2.21281486854949 1.705 1 1
0.835242688507958 0.18135153276976 0.263384735283776 0.636 1 1
0.173953279332069 0.596416942235028 0.679937953974602 0.105 1 1
-0.393933670920672 -0.152252441192978 -0.0714150479630552 -0.351 1 1
1.86266973666259 0.695334399630957 0.779209982728023 1.461 1 1
