"zACH08" "zACH12" "zSES08" "race" "by2xcomp" "f22xcomp" "byses"
-0.792597139201144 NA -0.617506508195497 4 42.48 NA -0.566
-1.21498988899511 -1.7073233466987 -0.627430242370213 4 38.14 33.76 -0.574
0.451222985768191 NA -0.342122884847114 4 55.26 NA -0.344
0.0307767463419367 0.0259073737410885 -1.01941774227152 5 50.94 51.28 -0.89
0.0590011466737917 -0.0878606244612944 -2.07505496510698 4 51.23 50.13 -1.741
0.852204121517304 NA 0.780499543667689 4 59.38 NA 0.561
0.496965979409473 NA 0.221049029568047 4 55.73 NA 0.11
-1.06024231476184 -0.920840228690917 0.0387004141076313 4 39.73 41.71 -0.037
-0.30888931282418 -0.336171646624757 -0.125041199775191 4 47.45 47.62 -0.169
-0.510353135882593 NA -1.70167446678327 4 45.38 NA -1.44
-0.00426044027691769 NA -0.196988272541886 4 50.58 NA -0.227
-0.431519465990171 NA -0.668365645840919 4 46.19 NA -0.607
-1.35903165620596 NA -0.500902631642578 4 36.66 NA -0.472
0.895027349607014 NA 0.765613942405615 4 59.82 NA 0.549
-0.548310088053019 NA -0.515788232904653 4 44.99 NA -0.484
NA NA -0.874283129966286 4 NA NA -0.773
-0.0655755168599126 NA 0.429447447237093 4 49.95 NA 0.278
NA 0.502743679250207 NA NA NA 56.1 NA
0.292582390799489 NA -1.06531501282958 4 53.63 NA -0.927
1.04588190310486 NA -0.530673834166728 4 61.37 NA -0.496
-0.29234397469861 NA 0.0387004141076313 4 47.62 NA -0.037
0.534922931579898 NA -0.412829490841969 4 56.12 NA -0.401
0.276037052673918 NA -0.282580479798815 4 53.46 NA -0.296
0.665339126216746 NA 0.40959997888766 4 57.46 NA 0.262
-1.02423187295913 NA 0.379828776363511 4 40.1 NA 0.238
0.416185799149336 NA -0.265213944993061 4 54.9 NA -0.282
-1.23542824785611 -0.62405414642383 0.245858365004838 4 37.93 44.71 0.13
-0.985301665604843 NA -0.319794482954002 4 40.5 NA -0.326
NA 0.600683086398346 NA NA NA 57.09 NA
-0.847099429497139 NA 0.194999227359416 4 41.92 NA 0.089
1.02252377869229 NA 0.464180516848601 4 61.13 NA 0.306
-0.988221431156414 -1.67467687764932 -0.138686334265426 4 40.47 34.09 -0.18
0.879455266665301 0.314779160481053 -0.781248122078319 4 59.66 54.2 -0.698
0.47458111018076 NA -0.882966397369163 4 55.5 NA -0.78
-0.886029636851422 NA -0.643556310404128 4 41.52 NA -0.587
-1.13323645355112 NA 0.106926086558807 4 38.98 NA 0.018
-0.331274182052893 NA 0.340133839664645 4 47.22 NA 0.206
1.17435158737399 NA 0.554734591192889 NA 62.69 NA 0.379
1.37776192080012 NA 1.25063645019488 4 64.78 NA 0.94
0.87653550111373 NA 0.751968807915379 4 59.63 NA 0.538
1.09065164156229 NA 0.426966513693414 4 61.83 NA 0.276
0.969967998764009 NA 0.562177391823926 4 60.59 NA 0.385
-1.32691423513867 NA 0.125533088136401 4 36.99 NA 0.033
-0.409134596761458 NA 0.877255951871175 4 46.42 NA 0.639
0.171898748001212 NA 0.328969638718089 4 52.39 NA 0.197
1.28432942314984 NA 1.30645745492766 4 63.82 NA 0.985
0.436624158010335 NA 0.00148641095244443 4 55.11 NA -0.067
-0.0324848406087726 NA 0.106926086558807 4 50.29 NA 0.018
-0.970702837846987 NA -0.394222489264376 4 40.65 NA -0.386
1.41182585223512 0.809422630926196 -0.624949308826534 4 65.13 59.2 -0.572
1.16656554590314 NA 1.20970104672418 4 62.61 NA 0.907
1.65805941375096 NA 1.22458664798625 4 67.66 NA 0.919
NA NA 0.526203855440579 4 NA NA 0.356
NA NA NA NA NA NA NA
0.448303220216619 NA 0.541089456702654 NA 55.23 NA 0.368
1.68044428297967 NA 1.09309717017126 4 67.89 NA 0.813
1.27557012649513 NA 1.0881353030839 4 63.73 NA 0.809
0.343191660360056 NA 1.03851663221032 4 54.15 NA 0.769
1.21328179472828 NA -0.116357932372314 4 63.09 NA -0.162
0.186497575759068 0.349404203412212 1.32134305618974 4 52.54 54.55 0.997
1.40014679002883 NA 1.91428617312905 4 65.01 NA 1.475
0.837605293759447 NA 0.845003815803347 4 59.23 NA 0.613
1.15293997332914 NA -0.0109182567659512 4 62.47 NA -0.077
-0.466556652609026 NA -0.869321262878928 4 45.83 NA -0.769
0.489179937938616 NA 1.64510488363986 4 55.65 NA 1.258
1.32520614087184 0.936051359360153 1.44663020014553 4 64.24 60.48 1.098
1.14612718704214 NA 0.0585478824570643 5 62.4 NA -0.021
0.0852790366379328 NA -0.786209989165677 4 51.5 NA -0.702
NA NA NA NA NA NA NA
-0.525925218824307 NA -0.0853462630763249 4 45.22 NA -0.137
0.735413499454455 NA -1.28983949853254 4 58.18 NA -1.108
1.74954540103352 NA 2.38194214611256 4 68.6 NA 1.852
-1.1585410883314 NA -0.318554016182163 1 38.72 NA -0.325
NA NA NA NA NA NA NA
-0.0295650750572013 NA -0.38305828831782 1 50.32 NA -0.377
1.08383885527529 NA 1.89567917155146 4 61.76 NA 1.46
0.979700550602579 NA 0.121811687820882 4 60.69 NA 0.03
1.94906271372422 1.22492314610012 2.06190171897796 4 70.65 63.4 1.594
0.425918350987907 NA 0.0957618856122511 4 55 NA 0.009
0.357790488117912 NA -0.94871113627666 4 54.3 NA -0.833
1.24345270542784 NA 0.134216355539278 4 63.4 NA 0.04
1.53445600540111 NA 0.49643265291643 4 66.39 NA 0.332
-1.10598530840312 NA -1.56894452219644 1 39.26 NA -1.333
NA NA NA NA NA NA NA
1.55197459871054 1.53456995859878 1.17868937742819 4 66.57 66.53 0.882
0.346111425911627 NA 1.42306133148058 1 54.18 NA 1.079
1.46048861142797 1.48510561155426 1.16504424293795 4 65.63 66.03 0.871
0.766557665337881 NA 0.524963388668739 1 58.5 NA 0.355
0.608890325553036 NA 1.88823637092042 1 56.88 NA 1.454
2.08142541872878 NA 1.65626908458642 4 72.01 NA 1.267
NA -0.0670855987025983 NA NA NA 50.34 NA
NA NA NA NA NA NA NA
0.583585690772752 0.649158146501969 0.0114101451271609 4 56.62 57.58 -0.059
0.902813391077871 NA 0.176392225781823 1 59.9 NA 0.074
NA 0.75501184917723 NA NA NA 58.65 NA
1.85757672644165 1.3179161185438 1.56819594378581 2 69.71 64.34 1.196
1.7884756083878 NA -0.18458360482349 4 69 NA -0.217
0.374335826243482 NA 0.0597883492289038 1 54.47 NA -0.02
NA NA NA NA NA NA NA
0.422998585436336 NA -0.612544641108139 4 54.97 NA -0.562
NA 0.379082811638921 NA NA NA 54.85 NA
1.24345270542784 NA -0.180862204507971 4 63.4 NA -0.214
0.30523470818963 NA -0.858157061932372 4 53.76 NA -0.76
0.663392615849032 NA 2.09291338827395 4 57.44 NA 1.619
1.113036510791 NA 1.72077335672208 3 62.06 NA 1.319
0.871669225194444 NA 1.64262395009619 4 59.58 NA 1.256
1.27946314723056 NA 1.40693526344667 4 63.77 NA 1.066
1.69990938665681 NA 1.2481555166512 1 68.09 NA 0.938
1.39138749337412 NA 1.49128700393176 4 64.92 NA 1.134
1.19868296697042 NA 1.3139002555587 4 62.94 NA 0.991
-0.121051062339766 NA 1.72573522380944 4 49.38 NA 1.323
-0.246600981057327 NA -1.48335231493951 4 48.09 NA -1.264
0.825926231553162 NA 1.2010177793213 4 59.11 NA 0.9
0.190390596494496 NA -0.0865867298481645 4 52.58 NA -0.138
1.21814807064756 NA 0.83508008162863 3 63.14 NA 0.605
-0.608651909452158 -0.366839541792355 -0.812259791374308 4 44.37 47.31 -0.723
-0.690405344896151 -0.440046775418237 -0.674567979700117 4 43.53 46.57 -0.612
-0.460717121505883 -0.372775263437697 0.232213230514603 4 45.89 47.25 0.119
2.45126238859447 1.83234532780675 1.84730096744971 1 75.81 69.54 1.421
0.24878590752592 -0.941615254449613 -1.18067842261066 4 53.18 41.5 -1.02
-1.1449155157574 -1.34425503939196 -0.313592149094804 4 38.86 37.43 -0.321
-0.957077265272988 -1.03164036607063 0.954164891725228 4 40.79 40.59 0.701
0.11934296807293 0.385018533284262 -0.916459000208832 4 51.85 54.91 -0.807
0.720814671696599 1.41288766486927 1.73441849121231 4 58.03 65.3 1.33
-0.824714560268427 -0.27879300405312 -1.48583324848319 4 42.15 48.2 -1.266
0.201096403516924 -0.318364481688732 1.37716406092252 4 52.69 47.8 1.042
0.339298639624628 0.143632519707033 -0.0816248627608062 5 54.11 52.47 -0.134
NA 0.0753717207856029 NA NA NA 51.78 NA
-0.659261179012725 -0.109624937160881 -0.458726761400033 5 43.85 49.91 -0.438
0.340271894808485 0.119889633125665 0.00644827803980268 4 54.12 52.23 -0.063
0.641981001804176 0.778754735758597 0.918191355341881 4 57.22 58.89 0.672
1.58019899904239 NA -0.550521302516161 4 66.86 NA -0.512
-0.0636290064921988 0.194086153692437 0.933076956603956 4 49.97 52.98 0.684
-0.859751746887281 NA -0.21187387380396 4 41.79 NA -0.239
-1.20331082678883 NA -1.98946275785005 5 38.26 NA -1.672
-0.475315949263739 NA -0.567887837321915 4 45.74 NA -0.526
1.4711944184504 1.48708418543604 0.0411813476513104 4 65.74 66.05 -0.035
0.495019469041759 1.23184815468635 1.51733680614039 4 55.71 63.47 1.155
-1.04856325255555 -1.87253426582737 -0.915218533436992 4 39.85 32.09 -0.806
0.887241308136158 NA -1.52180678486654 5 59.74 NA -1.295
1.16656554590314 NA 2.08050872055555 4 62.61 NA 1.609
-0.629090268313156 NA 0.245858365004838 1 44.16 NA 0.13
0.391854419552909 NA 1.30893838847134 1 54.65 NA 0.987
1.53445600540111 NA 1.85722470162443 4 66.39 NA 1.429
-0.673860006770581 NA 2.26409780278781 4 43.7 NA 1.757
-0.899655209425421 NA 0.697388269954439 5 41.38 NA 0.494
-0.586267040223445 NA 1.12038743915173 4 44.6 NA 0.835
0.47458111018076 NA 1.63270021592147 4 55.5 NA 1.248
1.46535488734726 NA 1.72821615735311 4 65.68 NA 1.325
0.623489153310892 0.00414306104150233 0.894622486676929 4 57.03 51.06 0.653
-0.220323091093187 NA 1.70464728868816 4 48.36 NA 1.306
1.54126879168811 NA 1.31762165587422 4 66.46 NA 0.994
NA -1.56684460109227 NA NA NA 35.18 NA
0.423971840620193 NA 1.07697110213734 4 54.98 NA 0.8
0.890161073687729 1.33473399653894 1.63518114946515 4 59.77 64.51 1.25
-1.59747917625094 NA 0.764373475633775 4 34.21 NA 0.548
NA -0.72496141439464 NA NA NA 43.69 NA
-0.391616003452031 NA 0.299198436193939 1 46.6 NA 0.173
-0.863644767622709 NA 0.965329092671784 4 41.75 NA 0.71
1.19089692549956 NA 0.394714377625586 4 62.86 NA 0.25
1.77776980136538 NA 1.75550642633359 4 68.89 NA 1.347
0.157299920243356 0.352372064234883 1.0285928980356 4 52.24 54.58 0.761
0.520324103822043 NA 2.08671105441475 4 55.97 NA 1.614
1.39820027966112 NA -0.116357932372314 4 64.99 NA -0.162
2.12911492273778 1.62162720939712 1.19605591223394 4 72.5 67.41 0.896
-0.702084407102436 NA 0.747006940828021 4 43.41 NA 0.534
0.192337106862211 0.160450397702168 1.41685899762138 4 52.6 52.64 1.074
1.23469340877313 NA 0.565898792139445 4 63.31 NA 0.388
-0.609625164636015 -0.379700272023929 0.792904211386085 4 44.36 47.18 0.571
1.51109788098854 1.2674624845584 0.837561015172309 4 66.15 63.83 0.607
0.147567368404785 0.924179916069469 0.792904211386085 4 52.14 60.36 0.571
0.635168215517177 NA 0.83508008162863 NA 57.15 NA 0.605
0.951476150270724 1.28922679725799 1.52726054031511 4 60.4 64.05 1.163
1.48384673584054 NA 1.82001069846924 4 65.87 NA 1.399
1.54710832279125 NA -0.421512758244846 4 66.52 NA -0.408
0.538815952315327 0.531433000536025 1.17868937742819 4 56.16 56.39 0.882
1.76609073915909 NA 0.443092581727328 4 68.77 NA 0.289
0.713028630225743 1.18831952928718 0.632883997818781 4 57.95 63.03 0.442
-1.15562132277983 NA 0.0970023523840907 4 38.75 NA 0.01
0.354870722566341 NA 1.34615239162653 4 54.27 NA 1.017
2.27121017958091 1.65724153926917 0.763133008861936 4 73.96 67.77 0.547
-0.0753080686984834 0.13571822417991 -0.358248952881028 4 49.85 52.39 -0.357
1.51109788098854 1.49400919402228 0.322767304858891 4 66.15 66.12 0.192
0.252678928261349 0.527475852772464 1.48136326975704 4 53.22 56.35 1.126
1.95295573445965 1.60678790528377 1.60665041371284 4 70.69 67.26 1.227
-0.287477698779324 NA 0.46790191716412 4 47.67 NA 0.309
-1.24418754451082 NA 1.01742869708905 4 37.84 NA 0.752
0.888214563320015 NA 1.76667062728014 4 59.75 NA 1.356
-0.0772545790661979 NA -2.27352964860131 4 49.83 NA -1.901
0.487233427570903 NA 1.63270021592147 4 55.63 NA 1.248
0.719841416512742 NA 0.737083206653305 4 58.02 NA 0.526
0.216668486458637 NA 1.17868937742819 4 52.85 NA 0.882
-0.811088987694428 NA -0.0245633912561864 4 42.29 NA -0.088
-0.995034217443414 NA 0.00148641095244443 4 40.4 NA -0.067
0.46484855834219 NA -1.05539127865486 4 55.4 NA -0.919
0.498912489777187 NA 0.589467660804397 4 55.75 NA 0.407
1.09551791748157 NA 0.0796358175783368 4 61.88 NA -0.004
0.0735999744316483 NA 0.883458285730373 4 51.38 NA 0.644
-0.415947383048458 NA 1.01742869708905 4 46.35 NA 0.752
0.237106845319636 NA 0.105685619786968 4 53.06 NA 0.017
1.93933016188565 NA 2.94263312698405 4 70.55 NA 2.304
-0.76047971813386 NA 0.294236569106581 4 42.81 NA 0.169
1.00597844056672 NA 1.63270021592147 4 60.96 NA 1.248
-0.317648609478894 NA 0.429447447237093 4 47.36 NA 0.278
0.244892886790492 NA 1.59424574599444 4 53.14 NA 1.217
1.13834114557128 NA 0.320286371315212 4 62.32 NA 0.19
1.44880954922169 NA 2.38194214611256 4 65.51 NA 1.852
NA NA NA NA NA NA NA
0.889187818503872 NA 0.698628736726278 4 59.76 NA 0.495
1.93641039633408 NA 0.562177391823926 3 70.52 NA 0.385
1.10914349005557 NA 0.590708127576236 3 62.02 NA 0.408
0.111556926602074 NA 0.100723752699609 NA 51.77 NA 0.013
-0.517165922169593 NA -1.27495389727047 NA 45.31 NA -1.096
1.66584545522181 NA -0.107674664969437 3 67.74 NA -0.155
-0.140516166016907 NA 0.80778981264816 3 49.18 NA 0.583
-0.963890051559988 NA -0.471131429118429 3 40.72 NA -0.448
0.985540081705722 0.882629864552077 -0.504624031958097 3 60.75 59.94 -0.475
NA NA NA NA NA NA NA
-0.606705399084443 NA 0.38355017667903 3 44.39 NA 0.241
0.213748720907066 1.01024787992692 -0.132484000406228 5 52.82 61.23 -0.175
0.73346698908674 NA 0.275629567528988 2 58.16 NA 0.154
-1.11377134987398 NA -0.163495669702217 5 39.18 NA -0.2
0.176765023920497 NA 0.500154053231948 3 52.44 NA 0.335
-1.18384572311169 NA 1.32134305618974 3 38.46 NA 0.997
0.171898748001212 NA 0.369905042188794 3 52.39 NA 0.23
0.837605293759447 NA 1.63394068269331 3 59.23 NA 1.249
1.22982713285385 NA 1.47516093589784 3 63.26 NA 1.121
-0.36533811348789 NA 1.12038743915173 3 46.87 NA 0.835
0.384068378082053 0.756990423059011 -0.118838865915993 3 54.57 58.67 -0.164
NA -0.713089971103956 NA NA NA 43.81 NA
-1.10111903248383 NA -0.0617773944113732 3 39.31 NA -0.118
-0.522032198088878 NA 0.529925255756098 3 45.26 NA 0.359
-1.28311775186511 NA 1.29653372075295 3 37.44 NA 0.977
1.4371304870154 NA 0.634124464590621 3 65.39 NA 0.443
-0.512299646250308 NA 0.962848159128105 NA 45.36 NA 0.708
0.908652922181013 0.68576176331491 1.21838431412705 3 59.96 57.95 0.914
-0.456824100770455 NA -0.0307657251153842 3 45.93 NA -0.093
-0.224216111828615 -0.512264722103228 1.37096172706332 3 48.32 45.84 1.037
-0.114238276052766 NA 0.111887953646165 3 49.45 NA 0.022
0.0862522918217897 NA -0.0940295304792018 4 51.51 NA -0.144
0.462902047974476 NA 0.77925907689585 4 55.38 NA 0.56
1.99091268663007 NA 0.972771893302821 4 71.08 NA 0.716
1.078972579356 NA 1.19109404514658 4 61.71 NA 0.892
-0.552203108788447 NA 0.938038823691314 4 44.95 NA 0.688
1.12763533854885 NA 0.72219760539123 4 62.21 NA 0.514
0.958288936557724 NA -0.00595638967859293 4 60.47 NA -0.073
0.731520478719027 NA 0.691185936095241 4 58.14 NA 0.489
0.919358729203441 NA 0.493951719372751 4 60.07 NA 0.33
0.495019469041759 NA -0.551761769288 4 55.71 NA -0.513
1.31547358903327 NA 0.554734591192889 4 64.14 NA 0.379
1.17337833219014 1.44652342085954 0.780499543667689 4 62.68 65.64 0.561
1.21620156027985 1.15171591247424 -0.783729055621998 4 63.12 62.66 -0.7
0.694536781732458 0.883619151492968 0.996340761967773 4 57.76 59.95 0.735
-1.00865979001741 -0.561729069147742 -0.290023280429853 4 40.26 45.34 -0.302
1.16656554590314 NA -0.311111215551125 4 62.61 NA -0.319
-0.884083126483708 -0.859504438355719 0.328969638718089 4 41.54 42.33 0.197
1.00500518538286 0.384029246343372 0.0994832859277698 4 60.95 54.9 0.012
-0.356578816833176 -0.990090314553237 0.221049029568047 4 46.96 41.01 0.11
1.01376448203758 0.147589667470594 0.907027154395325 4 61.04 52.51 0.663
1.16169926998385 1.15666234717869 0.177632692553662 4 62.56 62.71 0.075
-0.266066084734469 -0.350021663797221 -0.220557141206837 4 47.89 47.48 -0.246
-0.111318510501195 -0.0364177035349998 0.367424108645115 4 49.48 50.65 0.228
0.381148612530482 -0.143260693151151 -0.123800733003351 4 54.54 49.57 -0.168
0.124209243992215 -0.048289146825683 0.399676244712944 4 51.9 50.53 0.254
0.896973859974729 0.829208369744002 1.03107383157928 4 59.84 59.4 0.763
0.851230866333446 0.0931788857216281 0.492711252600911 4 59.37 51.96 0.329
-0.392589258635888 NA 0.123052154592722 4 46.59 NA 0.031
1.38262819671941 1.29219465808066 0.0771548840346577 4 64.83 64.08 -0.006
1.43615723183154 1.33275542265716 0.634124464590621 4 65.38 64.49 0.443
-1.04175046626855 -0.165025005850737 -0.567887837321915 4 39.92 49.35 -0.526
2.07558588762564 1.86993823156058 -0.162255202930378 4 71.95 69.92 -0.199
NA NA NA NA NA NA NA
0.422025330252479 NA -0.00223498936307426 4 54.96 NA -0.07
0.525190379741328 0.511647261718219 0.613036529469349 4 56.02 56.19 0.426
0.90962617736487 0.460204340791925 1.11666603883621 4 59.97 55.67 0.832
0.254625438629063 0.313789873540162 0.583265326945199 4 53.24 54.19 0.402
-0.159008014510191 0.688729624137581 -0.698136848365069 1 48.99 57.98 -0.631
-0.48504850110231 NA 1.3201025894179 4 45.64 NA 0.996
0.799648341589022 0.938029933241933 1.10674230466149 4 58.84 60.5 0.824
-0.85001919504871 -0.319353768629622 1.70092588837264 4 41.89 47.79 1.303
-0.921066823470277 -1.11078332134185 -0.0977509307947205 4 41.16 39.79 -0.147
1.89553367861208 1.48510561155426 1.27544578563167 4 70.1 66.03 0.96
-0.393562513819745 NA 1.22954851507361 3 46.58 NA 0.923
1.34467124454898 1.42970554286441 2.07926825378371 4 64.44 65.47 1.608
1.9948057073655 1.54446282800768 1.65626908458642 4 71.12 66.63 1.267
0.075546484799362 NA 1.31762165587422 4 51.4 NA 0.994
2.41622520197561 NA 0.810270746191839 4 75.45 NA 0.585
0.204016169068495 0.646190285679298 1.57936014473237 4 52.72 57.55 1.205
-0.639796075335584 NA 1.57811967796053 3 44.05 NA 1.204
0.772397196441024 1.06070151391233 1.06828783473447 4 58.56 61.74 0.793
1.66973847595724 0.841079813034686 0.764373475633775 4 67.78 59.52 0.548
-0.122024317523623 0.71840823236429 2.12764645788545 1 49.37 58.28 1.647
0.428838116539478 0.567047330408076 -0.755198319869688 1 55.03 56.75 -0.677
1.93057086523094 1.55138783659391 1.89319823800778 4 70.46 66.7 1.458
-0.815955263613713 -1.37591222150045 1.10798277143333 4 42.24 37.11 0.825
1.19576320141885 1.32484112713004 0.542329923474493 4 62.91 64.41 0.369
1.53542926058497 NA 0.959126758812586 4 66.4 NA 0.705
NA -0.0166319647171938 NA NA NA 50.85 NA
1.29698174053998 NA 0.598150928207274 4 63.95 NA 0.414
1.35537705157141 0.422611437038094 0.512558720950344 4 64.55 55.29 0.345
1.63956756525767 0.982547845581997 0.0870786182093742 4 67.47 60.95 0.002
1.88580112677351 1.64339152209671 -0.690694047734031 4 70 67.63 -0.625
1.37484215524855 1.24965531962237 1.66991421907666 4 64.75 63.65 1.278
NA 1.38617691746523 NA NA NA 65.03 NA
1.93446388596636 NA 0.934317423375795 4 70.5 NA 0.685
1.34856426528441 1.47323416826358 1.91552663990089 4 64.48 65.91 1.476
0.146594113220928 0.158471823820387 0.647769599080856 4 52.13 52.62 0.454
-0.415947383048458 -1.11375118216452 0.655212399711894 4 46.35 39.76 0.46
0.846364590414161 1.69978087772746 1.00378356259881 4 59.32 68.2 0.741
0.996245888728149 0.702579641310045 1.91800757344457 4 60.86 58.12 1.478
1.18992367031571 1.26350533679484 0.477825651338836 4 62.85 63.79 0.317
-0.412054362313029 -0.168982153614298 2.0098021145607 4 46.39 49.31 1.552
1.126662083365 NA 1.00006216228329 4 62.2 NA 0.738
0.127129009543787 0.366222081407347 0.83508008162863 2 51.93 54.72 0.605
-1.1449155157574 -1.84384494454155 1.78031576177038 4 38.86 32.38 1.367
-0.450984569667312 0.536379435240476 0.140418689398475 4 45.99 56.44 0.045
1.57825248867468 1.14775876471067 0.454256782673885 4 66.84 62.62 0.298
-0.486021756286166 NA 0.434409314324451 1 45.63 NA 0.282
1.57241295757153 1.50093420260851 0.996340761967773 NA 66.78 66.19 0.735
0.266304500835348 NA -0.178381270964292 3 53.36 NA -0.212
1.18797715994799 0.725333240950522 1.11790650560805 4 62.83 58.35 0.833
1.75927795287209 NA 0.825156347453914 4 68.7 NA 0.597
-1.10598530840312 NA 1.36227845966044 4 39.26 NA 1.03
-0.695271620815437 NA -0.348325218706312 4 43.48 NA -0.349
-0.946371458250561 NA -0.704339182224266 4 40.9 NA -0.636
-0.125917338259051 NA -0.260252077905703 4 49.33 NA -0.278
-0.262173063999041 NA -0.0394489925182611 4 47.93 NA -0.1
-0.108398744949624 NA 0.878496418643015 4 49.51 NA 0.64
-0.701111151918579 NA -0.338401484531596 4 43.42 NA -0.341
0.3285928326022 NA 0.180113626097341 4 54 NA 0.077
-0.114238276052766 NA 0.501394520003788 4 49.45 NA 0.336
-0.0743348135146265 NA -0.684491713874833 4 49.86 NA -0.62
0.0930650781087892 NA -0.658441911666202 4 51.58 NA -0.599
